2014,721A,"Direcció i serveis generals de Treball, Comerç i Indústria"
2014,322C,Foment de la responsabilitat social corporativa
2014,151B01,Foment de projectes de comunicació i d'interès social
2014,423B01,Infraestructures a centres docents
2014,422G01,Tecnologies de la informació i la comunicació a l'àmbit escolar
2014,421B02,Programes internacionals
2014,571C02,Gestió de la Xarxa Natura 2000 i projectes
2014,714B03,Qualitat agroalimentària
2014,714B04,Investigació i formació del sector agrari
2014,718A02,Ordenació del sector pesquer
2014,126F99,Pagaments compte 409 OPAP exercicis anteriors
2014,132A01,Eleccions i partits polítics
2014,141E99,Pagaments compte 409 OPAP exercicis anteriors
2014,151B99,Pagaments compte 409 OPAP exercicis anteriors
2014,222C99,Pagaments compte 409 OPAP exercicis anteriors
2014,322B99,Pagaments compte 409 OPAP exercicis anteriors
2014,411D99,Pagaments compte 409 OPAP exercicis anteriors
2014,421B99,Pagaments compte 409 OPAP exercicis anteriors
2014,422A99,Pagaments compte 409 OPAP exercicis anteriors
2014,422G99,Pagaments compte 409 OPAP exercicis anteriors
2014,423B99,Pagaments compte 409 OPAP exercicis anteriors
2014,431B99,Pagaments compte 409 OPAP exercicis anteriors
2014,531A99,Pagaments compte 409 OPAP exercicis anteriors
2014,561A99,Pagaments compte 409 OPAP exercicis anteriors
2014,571F99,Pagaments compte 409 OPAP exercicis anteriors
2014,751C99,Pagaments compte 409 OPAP exercicis anteriors
2014,761A99,Pagaments compte 409 OPAP exercicis anteriors
2014,761B99,Pagaments compte 409 OPAP exercicis anteriors
2014,912B99,Pagaments compte 409 OPAP exercicis anteriors
2014,112G01,Reorganització i racionalització del sector públic instrumental de la CAIB
2014,421C03,Institut per a la convivència i l'èxit escolar
2014,423A01,Beques i ajuts
2014,422H01,Suport altrilinguisme
2014,541A02,Transferència del coneixement
2014,126H99,Pagaments compte 409 OPAP exercicis anteriors
2014,126B99,Pagaments compte 409 OPAP exercicis anteriors
2014,112G99,Pagaments compte 409 OPAP exercicis anteriors
2014,232A99,Pagaments compte 409 OPAP exercicis anteriors
2014,131B99,Pagaments compte 409 OPAP exercicis anteriors
2014,522B99,Pagaments compte 409 OPAP exercicis anteriors
2014,562A99,Pagaments compte 409 OPAP exercicis anteriors
2014,121C99,Pagaments compte 409 OPAP exercicis anteriors
2014,222B99,Pagaments compte 409 OPAP exercicis anteriors
2014,731A99,Pagaments compte 409 OPAP exercicis anteriors
2014,322D50,"Foment i gestió de l'ocupació a les IB, no justificable Conferèecia Sectorial"
2014,131C99,Pagaments compte 409 OPAP exercicis anteriors
2014,211A99,Pagaments compte 409 OPAP exercicis anteriors
2014,455A02,Formació i avaluació de la llengua
2014,718C02,"Inversions FEP, recursos marins"
2014,562A02,Gestió de la demanda
2014,421C02,Institut d'avaluació i qualitat de l'ensenyament
2014,443A01,Administració i plans mediambientals
2014,718C03,"Inversions FEP, ordenació de la pesca"
2014,313L01,Ajuda a les víctimes de delictes
2014,455C01,Promoció de la cultura de les IB
2014,718C01,Programes europeus de pesca
2014,132A01,Eleccions i partits polítics
2014,2018/AGIB00/0,Deute públic
2014,2018/AGIB00/1,Funcionament institucional i administració general
2014,2018/AGIB00/2,Serveis públics generals
2014,2018/AGIB00/3,Protecció i promoció social
2014,2018/AGIB00/4,Producció de béns públics de caràcter social
2014,2018/AGIB00/5,Producció de béns públics de caràcter econòmic
2014,2018/AGIB00/7,Foment i regulació de sectors productius
2014,2018/AGIB00/8,Fons de contingència
2014,2018/AGIB00/9,Suport financer a altres administracions públiques
2014,2018/ATIB00/1,Funcionament institucional i administració general
2014,2018/SSIB00/4,Producció de béns públics de caràcter social
2014,2018/AGIB00/01,Deute públic
2014,2018/AGIB00/11,Alta direcció de la Comunitat Autònoma i del Govern
2014,2018/AGIB00/12,Administració i serveis generals
2014,2018/AGIB00/13,Relacions institucionals i processos electorals
2014,2018/AGIB00/14,Regulació econòmica
2014,2018/AGIB00/15,"Transparència, comunicació i participació"
2014,2018/AGIB00/21,Justícia
2014,2018/AGIB00/22,Seguretat i protecció civil
2014,2018/AGIB00/23,Relacions exteriors i cooperació per al desenvolupament
2014,2018/AGIB00/31,Protecció social
2014,2018/AGIB00/32,Promoció social
2014,2018/AGIB00/41,Salut
2014,2018/AGIB00/42,Educació
2014,2018/AGIB00/43,Habitatge
2014,2018/AGIB00/44,Consum
2014,2018/AGIB00/45,Cultura
2014,2018/AGIB00/46,Esports
2014,2018/AGIB00/51,Infraestructures bàsiques i transports
2014,2018/AGIB00/52,Transports
2014,2018/AGIB00/53,Ordenació del territori i urbanisme
2014,2018/AGIB00/54,"Recerca científica, tècnica i aplicada"
2014,2018/AGIB00/55,Societat de la informació i el coneixement i telecomunicacions
2014,2018/AGIB00/56,Cicle de l'aigüa
2014,2018/AGIB00/57,Actuacions ambientals
2014,2018/AGIB00/58,Infraestructures agràries i rurals
2014,2018/AGIB00/59,Altres actuacions de caràcter econòmic
2014,2018/AGIB00/71,"Agricultura, ramaderia i pesca"
2014,2018/AGIB00/72,Indústria
2014,2018/AGIB00/73,Energia
2014,2018/AGIB00/75,Turisme
2014,2018/AGIB00/76,Comerç
2014,2018/AGIB00/81,Fons de contingència
2014,2018/AGIB00/91,Suport financer a altres administracions públiques
2014,2018/ATIB00/14,Regulació econòmica
2014,2018/SSIB00/41,Salut
2014,2018/AGIB00/011,Deute públic
2014,2018/AGIB00/111,Alta direcció de la Comunitat Autònoma IB
2014,2018/AGIB00/121,Serveis generals i funció pública
2014,2018/AGIB00/126,Altres serveis generals
2014,2018/AGIB00/131,Relacions institucionals
2014,2018/AGIB00/141,Política econòmica i pressupostària
2014,2018/AGIB00/151,"Transparència, comunicació i participació"
2014,2018/AGIB00/211,Actuacions en matèria de justícia
2014,2018/AGIB00/222,Seguretat i ordre públic
2014,2018/AGIB00/223,Protecció civil
2014,2018/AGIB00/231,Relacions exteriors
2014,2018/AGIB00/232,Cooperació internacional
2014,2018/AGIB00/313,Serveis socials
2014,2018/AGIB00/314,Pensions i altres prestacions econòmiques
2014,2018/AGIB00/322,Promoció de l'ocupació
2014,2018/AGIB00/323,Promoció sociocultural
2014,2018/AGIB00/324,Relacions laborals
2014,2018/AGIB00/411,Administració general de salut
2014,2018/AGIB00/413,Accions públiques relatives a la salut
2014,2018/AGIB00/421,Administració general d'educació
2014,2018/AGIB00/422,Ensenyament
2014,2018/AGIB00/423,Promoció educativa
2014,2018/AGIB00/431,Habitatge
2014,2018/AGIB00/441,"Ordenació, control i informació sobre el consum"
2014,2018/AGIB00/451,Administració general de cultura
2014,2018/AGIB00/455,Promoció cultural
2014,2018/AGIB00/461,Esports
2014,2018/AGIB00/511,Administració general d'infraestructures bàsiques i de transports
2014,2018/AGIB00/521,Transport terrestre
2014,2018/AGIB00/522,Transports aéris i marítims
2014,2018/AGIB00/531,Ordenació del territori
2014,2018/AGIB00/541,Recerca i documentació científica
2014,2018/AGIB00/542,Recerca tècnica i aplicada
2014,2018/AGIB00/551,Societat de la informació i del coneixement i telecomunicacions
2014,2018/AGIB00/561,Recursos hidràulics
2014,2018/AGIB00/562,Sanejament i proveïment d'aigües
2014,2018/AGIB00/571,Protecció i conservació del medi natural
2014,2018/AGIB00/572,Prevenció i control ambiental
2014,2018/AGIB00/581,Infraestructures per el desenvolupament rural
2014,2018/AGIB00/591,Cartografía i estadística
2014,2018/AGIB00/711,"Administració general d'aagricultura, ramaderia i pesca"
2014,2018/AGIB00/714,Ordenació de les produccions i regulació dels mercats
2014,2018/AGIB00/718,Proteció dels recursos pesquers i reforma estructural del sector
2014,2018/AGIB00/722,Actuacions administratives sobre les indústries
2014,2018/AGIB00/723,Reconversió i modernització del sector industrial
2014,2018/AGIB00/731,Planificació i producció energètica
2014,2018/AGIB00/751,Ordenació i promoció turística
2014,2018/AGIB00/761,Comerç
2014,2018/AGIB00/811,Fons de contingència
2014,2018/AGIB00/912,Soporte financiero a corporaciones locales
2014,2018/ATIB00/142,Gestió del sistema tributari
2014,2018/SSIB00/411,Administració general de salut
2014,2018/SSIB00/412,"Hospitals, serveis assistencials i centres de salut"
2014,2018/AGIB00/011A,Amortització i despeses financeres de deute públic
2014,2018/AGIB00/111A,Activitat legislativa
2014,2018/AGIB00/111B,Control extern de les administracions
2014,2018/AGIB00/111C,Assessorament consultiu institucional
2014,2018/AGIB00/111D,"Assessorament matèria social, econòmica i laboral"
2014,2018/AGIB00/111E,Control patrimonial dels alts càrrecs
2014,2018/AGIB00/111F,Control dels mitjans de comunicació audiovisuals
2014,2018/AGIB00/121A,Serveis generals de la Presidència del Govern
2014,2018/AGIB00/121B,Direcció i serveis generals de Presidència
2014,2018/AGIB00/121C,Coordinació de programes del Govern
2014,2018/AGIB00/121G,Formació i selecció del personal
2014,2018/AGIB00/121H,Gestió dels recursos humans
2014,2018/AGIB00/121I,Salut i prevenció de riscs laborals a l'administració
2014,2018/AGIB00/121L,"Direcció i serveis generals de Treball, Comerç i Indústria"
2014,2018/AGIB00/126B,Publicacions i BOIB
2014,2018/AGIB00/126E,Serveis de l'advocacia i coordinació dels serveis jurídics de la CAIB
2014,2018/AGIB00/126F,Serveis comuns generals
2014,2018/AGIB00/126H,"Assessorament, estudi, recerca i difusió normativa"
2014,2018/AGIB00/126I,Gestió del parc mòbil
2014,2018/AGIB00/126J,Gestió de la central de contractació
2014,2018/AGIB00/126K,Gestió de la Junta Consultiva de Contractació
2014,2018/AGIB00/126L,Serveis comuns tecnològics
2014,2018/AGIB00/126M,Contractació centralitzada
2014,2018/AGIB00/131A,Relacions amb el Parlament de les IB
2014,2018/AGIB00/131B,Relacions i cooperació amb altres admistración públiques i altres ens públics
2014,2018/AGIB00/131C,Foment de la participació de centres i cases regionals
2014,2018/AGIB00/131D,Polítiques de Memòria
2014,2018/AGIB00/141A,Direcció i serveis generals d'hisenda i administracions públiques
2014,2018/AGIB00/141B,Planificación pressupostària i finançament
2014,2018/AGIB00/141C,Gestió comptable i control intern
2014,2018/AGIB00/141D,Planificació i ordenació de la política econòmica
2014,2018/AGIB00/141E,Gestió de tresoreria i política financera
2014,2018/AGIB00/141F,Organització i gestió del patrimoni de la Comunitat Autònoma
2014,2018/AGIB00/141G,Gestió dels fons procedents de la UE
2014,2018/AGIB00/151A,Comunicació institucional
2014,2018/AGIB00/151C,"Qualitat, transparència i participació"
2014,2018/AGIB00/151D,Participación y voluntariat
2014,2018/AGIB00/211A,Col·laboracions institucionals en matèria de justicia
2014,2018/AGIB00/222A,Seguretat als edificis administratius de la CAIB
2014,2018/AGIB00/222B,Activitats classificades i espectacles
2014,2018/AGIB00/222C,Actuació de policies
2014,2018/AGIB00/223A,Emergències
2014,2018/AGIB00/231A,Coordinació de l'acció exterior del Govern
2014,2018/AGIB00/231B,Foment i relacions amb comunitats balears radicades a l'exterior
2014,2018/AGIB00/232A,Cooperació internacional
2014,2018/AGIB00/313B,Atenció a la discapacitat
2014,2018/AGIB00/313C,Mesures judicials i prevenció del delicte
2014,2018/AGIB00/313D,Atenció a la dependència
2014,2018/AGIB00/313F,Protecció i defensa dels drets dels menors
2014,2018/AGIB00/313G,Família i unitats de convivència
2014,2018/AGIB00/313I,Planificació i ordenació social
2014,2018/AGIB00/313J,Integració social d'immigrants
2014,2018/AGIB00/313K,Direcció i serveis generals de Serveis Socials i Cooperació
2014,2018/AGIB00/314A,Pensions i prestacions econòmiques
2014,2018/AGIB00/322A,Ocupació i inserció laboral específiques
2014,2018/AGIB00/322B,Gestió de les relacions laborals
2014,2018/AGIB00/322D,Foment i gestió de l'ocupació de les Illes Balears
2014,2018/AGIB00/322E,"Impuls del Turisme Sostenible (ITS), projectes d'ocupació"
2014,2018/AGIB00/323A,Protecció i foment de la  integració i de la participació social de la joventut
2014,2018/AGIB00/323C,"Promoció, protecció i serveis per a la dona"
2014,2018/AGIB00/324A,Salut i prevenció de riscs laborals
2014,2018/AGIB00/411A,Direcció i serveis generals de Salut
2014,2018/AGIB00/411D,"Planificació, avaluació i cartera de serveis"
2014,2018/AGIB00/411E,Finançament de la sanitat pública
2014,2018/AGIB00/413A,"Acreditació, docència i recerca en salut"
2014,2018/AGIB00/413B,Programes de salut pública
2014,2018/AGIB00/413C,Sanitat ambiental i alimentària
2014,2018/AGIB00/413D,Coordinació de centres insulars
2014,2018/AGIB00/413E,Pla autonòmic de drogues
2014,2018/AGIB00/413F,"Planificació, control i gestió del medicament i dels serveis farmacèutics"
2014,2018/AGIB00/421A,Direcció i serveis generals d'Educació i Universitat
2014,2018/AGIB00/421B,Ordenació general del sistema educatiu
2014,2018/AGIB00/421C,Planificació educativa i règim de centres escolars
2014,2018/AGIB00/421D,Formació del professorat
2014,2018/AGIB00/421E,Projectes lingüístics
2014,2018/AGIB00/421F,Política i actuacions en matèria universitària
2014,2018/AGIB00/421G,Formació professional i aprenentatge permanent
2014,2018/AGIB00/421H,Inspecció educativa
2014,2018/AGIB00/421I,Administració i serveis de suport a l'ensenyament
2014,2018/AGIB00/421K,Innovació i comunitat educativa
2014,2018/AGIB00/422A,Educació pública
2014,2018/AGIB00/422B,Educació concertada
2014,2018/AGIB00/423B,Altres serveis a l'ensenyament
2014,2018/AGIB00/431A,Gestió i foment de l'habitatge social
2014,2018/AGIB00/431B,"Arquitectura, habitatge i protecció del patrimoni"
2014,2018/AGIB00/441A,Protecció i defensa del consumidor
2014,2018/AGIB00/451A,"Direcció i serveis generals de, Cultura, Transparància i Esports"
2014,2018/AGIB00/455A,Promoció i serveis de cultura
2014,2018/AGIB00/455B,Planificació i normalització de la llengua catalana
2014,2018/AGIB00/455C,"Impuls del Turisme Sostenible (ITS), projectes de patrimoni cultural"
2014,2018/AGIB00/461A,Promoció i foment de l'esport
2014,2018/AGIB00/511B,"Direció i serveis generals de territori, energía i mobilitat"
2014,2018/AGIB00/521A,Infraestructures bàsiques
2014,2018/AGIB00/521B,Ordenació i inspecció del transport terrestre
2014,2018/AGIB00/521C,Transport ferroviari
2014,2018/AGIB00/521D,Transport per carretera
2014,2018/AGIB00/522A,Ports i transport marítim
2014,2018/AGIB00/522B,Aeroports i transport aeri
2014,2018/AGIB00/531A,Ordenació del territori i urbanisme
2014,2018/AGIB00/541A,Recerca i desenvolupament tecnològic
2014,2018/AGIB00/541B,"Impuls del Turisme Sostenible (ITS), projectes de reçerca"
2014,2018/AGIB00/542A,Innovació
2014,2018/AGIB00/551A,"Ordenació, regulació i desenvolupament de les telecomunicacions"
2014,2018/AGIB00/551B,Gestió de sistemes i tecnologies de la informació
2014,2018/AGIB00/551C,Mitjans de comunicació social
2014,2018/AGIB00/561A,"Protecció, control i defensa del domini públic hidràulic. Directiva marc de l'aigüa"
2014,2018/AGIB00/562A,Abastament d'aigües
2014,2018/AGIB00/562B,Sanejament i depuració d'aigües
2014,2018/AGIB00/571A,Gestió de residus
2014,2018/AGIB00/571B,Educació ambiental
2014,2018/AGIB00/571C,Gestió d'espais naturals
2014,2018/AGIB00/571D,Conservació i millora del medi natural
2014,2018/AGIB00/571E,Planificació forestal
2014,2018/AGIB00/571F,Espècies silvestres
2014,2018/AGIB00/571G,Sanitat forestal
2014,2018/AGIB00/571H,"Impuls del Turisme Sostenible (ITS), projectes medioambientals"
2014,2018/AGIB00/572A,Seguiment i control del canvi climàtic
2014,2018/AGIB00/572B,Qualitat ambiental i sostenibilitat
2014,2018/AGIB00/581A,Infraestructures de regadiu
2014,2018/AGIB00/591A,Estadística
2014,2018/AGIB00/591B,Cartografía
2014,2018/AGIB00/711A,"Direcció i serveis generals de Medi Ambient, Agricultura i Pesca"
2014,2018/AGIB00/714B,Foment del sector agrari de les IB
2014,2018/AGIB00/718A,Recursos marins i ordenació del sector pesquer
2014,2018/AGIB00/722A,Regulació i normativa industrial
2014,2018/AGIB00/723A,Promoció industrial
2014,2018/AGIB00/731A,Foment de l'ús d'energies renovables i de l'estalvi d'energia
2014,2018/AGIB00/751A,"Direcció i serveis generals d'Innovació, Recerca i Turisme"
2014,2018/AGIB00/751B,Promoció del turisme
2014,2018/AGIB00/751C,Ordenació del sector i redefinició del model turístic
2014,2018/AGIB00/751D,"Impuls del Turisme Sostenible (ITS), projectes turístics"
2014,2018/AGIB00/761A,Ordenació i promoció comercial i empresarial
2014,2018/AGIB00/761B,Gestió en matèria de joc
2014,2018/AGIB00/811A,Fons de contingència
2014,2018/AGIB00/912A,Suport financer als consells insulars
2014,2018/AGIB00/912B,Suport financer a ajuntament i altres entitats locals
2014,2018/ATIB00/142A,Gestió i inspecció de tributs
2014,2018/ATIB00/142B,Suport a la gestió tributaria
2014,2018/SSIB00/411B,Administració i serveis generals de l'assistència sanitària
2014,2018/SSIB00/411C,Formació del personal sanitari
2014,2018/SSIB00/412A,Atenció primària de salut
2014,2018/SSIB00/412B,Atenció especialitzada de salut
2014,2018/SSIB00/412C,Assistència sociosanitària i salut mental
2014,2018/SSIB00/412D,Assistència sanitària
2014,2017/AGIB00/011A01,Amortització i despeses financeres de Deute Públic
2014,2017/AGIB00/011A99,Pagaments compte 409/413 OPAP exercicis anteriors
2014,2017/AGIB00/111A01,Activitat legislativa
2014,2017/AGIB00/111B01,Control extern de les administracions
2014,2017/AGIB00/111C01,Assessorament consultiu institucional
2014,2017/AGIB00/111C99,Pagaments compte 409/413 OPAP exercicis anteriors
2014,2017/AGIB00/111D01,"Assessorament en matèria social, econòmica i laboral"
2014,2017/AGIB00/111E01,Control patrimonial dels càrrecs públics
2014,2017/AGIB00/111F01,Control del mitjans de comunicació audiovisuals
2014,2017/AGIB00/121A01,Serveis generals de la Presidència del Govern
